  0.05  -0.0005585   0.0003103   0.0002083  -0.0002145   0.0003742   0.0001430
  0.15  -0.0000723   0.0001013   0.0000452  -0.0000047   0.0001049   0.0000417
  0.25   0.0000636   0.0000283  -0.0000103   0.0000629  -0.0001126  -0.0001024
  0.35   0.0000502  -0.0000352   0.0000169   0.0001092  -0.0000326   0.0000540
  0.45   0.0000035  -0.0000249  -0.0000286  -0.0001549  -0.0001410   0.0001031
  0.55   0.0000573  -0.0000241  -0.0000121  -0.0001001  -0.0000917   0.0000767
  0.65   0.0000429  -0.0000660  -0.0000616  -0.0001713  -0.0000334  -0.0000545
  0.75   0.0000297  -0.0000564  -0.0000578  -0.0000786  -0.0001132  -0.0001849
  0.85   0.0000120  -0.0000813  -0.0000080  -0.0001411  -0.0000205  -0.0001047
  0.95  -0.0000286  -0.0001088  -0.0000583   0.0000212   0.0000027   0.0000911
  1.05  -0.0000356  -0.0000496  -0.0000810  -0.0000211  -0.0000727  -0.0000611
  1.15   0.0000220  -0.0000782  -0.0000071  -0.0000853  -0.0000304  -0.0001559
  1.25  -0.0000127  -0.0000506  -0.0000134  -0.0001479  -0.0000645   0.0001699
  1.35   0.0000042  -0.0000661   0.0000024  -0.0000201  -0.0000723   0.0001998
  1.45  -0.0000109  -0.0000461  -0.0000271  -0.0000224  -0.0000973  -0.0000324
  1.55  -0.0000756  -0.0000535   0.0000036   0.0001099  -0.0000270   0.0000049
  1.65   0.0000057  -0.0000287  -0.0000036   0.0000415  -0.0000787   0.0000048
  1.75  -0.0000200  -0.0000641   0.0000124  -0.0000366  -0.0000622  -0.0002756
  1.85  -0.0000101  -0.0000262   0.0000013   0.0001045  -0.0000056  -0.0000211
  1.95  -0.0000105   0.0000301   0.0000263   0.0000357   0.0000033  -0.0000589
  2.05  -0.0000185  -0.0000128  -0.0000035  -0.0000038   0.0000112  -0.0000181
  2.15   0.0000151   0.0000176  -0.0000020  -0.0000176   0.0000519   0.0001962
  2.25  -0.0000033   0.0000060   0.0000288   0.0000412   0.0001045  -0.0000673
  2.35  -0.0000121   0.0000038   0.0000325   0.0000723   0.0000245   0.0001163
  2.45   0.0000281   0.0000128   0.0000626  -0.0000371   0.0000312  -0.0000509
  2.55   0.0000076  -0.0000076   0.0000041   0.0000529  -0.0000033   0.0000142
  2.65  -0.0000130   0.0000111   0.0000071   0.0000661  -0.0000294  -0.0000087
  2.75   0.0000042   0.0000119   0.0000131   0.0000524   0.0000099   0.0000741
  2.85  -0.0000012   0.0000140  -0.0000145   0.0000242  -0.0000328  -0.0000508
  2.95   0.0000018   0.0000145   0.0000018   0.0000176   0.0000059   0.0000176
  3.05   0.0000264   0.0000028   0.0000100   0.0000325   0.0000524  -0.0000419
  3.15   0.0000196   0.0000003   0.0000244   0.0000241   0.0000151   0.0000058
  3.25  -0.0000014   0.0000038  -0.0000054   0.0000002  -0.0000408   0.0000034
  3.35   0.0000094   0.0000166   0.0000196   0.0000307   0.0000190   0.0000252
  3.45   0.0000203   0.0000111  -0.0000225   0.0000338   0.0000027  -0.0000112
  3.55   0.0000041   0.0000047  -0.0000036   0.0000544   0.0000100  -0.0000236
  3.65   0.0000221   0.0000012  -0.0000105  -0.0000116  -0.0000024   0.0000036
  3.75   0.0000019   0.0000170  -0.0000139  -0.0000043  -0.0000138  -0.0000061
  3.85  -0.0000003   0.0000190   0.0000096   0.0000416   0.0000073  -0.0000319
  3.95   0.0000050   0.0000116   0.0000201   0.0000451  -0.0000436   0.0000113
  4.05   0.0000002   0.0000147   0.0000059   0.0000543  -0.0000092   0.0000480
  4.15  -0.0000131  -0.0000143   0.0000126  -0.0000091  -0.0000247  -0.0000666
  4.25  -0.0000055   0.0000161   0.0000329   0.0000139   0.0000124   0.0000489
  4.35   0.0000012  -0.0000054  -0.0000047   0.0000110   0.0000065   0.0000192
  4.45  -0.0000082  -0.0000017   0.0000215  -0.0000522   0.0000161   0.0000237
  4.55  -0.0000050  -0.0000131  -0.0000011  -0.0000209  -0.0000034   0.0000386
  4.65   0.0000133   0.0000103  -0.0000107  -0.0000185   0.0000081   0.0000304
  4.75   0.0000219   0.0000069   0.0000034  -0.0000245   0.0000019  -0.0000084
  4.85   0.0000011   0.0000068  -0.0000008   0.0000261   0.0000212   0.0000408
  4.95  -0.0000018  -0.0000053  -0.0000079   0.0000172  -0.0000014   0.0000318
