#   delphi     C(delphi)    Nphi
 5.0000 -0.000086397      1222554
15.0000 -0.000459949      1224461
25.0000  0.000155510      1222731
35.0000  0.000139288      1223783
45.0000 -0.000104980      1224420
55.0000  0.000114189      1224597
65.0000  0.000362590      1226709
75.0000  0.000011244      1222666
85.0000  0.000485291      1223671
95.0000  0.000048447      1222906
105.0000  0.000260691      1224051
115.0000  0.000321475      1225339
125.0000  0.000088902      1223531
135.0000 -0.000292165      1222283
145.0000  0.000145730      1223834
155.0000  0.000022358      1224934
165.0000 -0.000028138      1223144
175.0000  0.000409566      1224460
