#   dely     C(y)    Ny
 0.0500  0.000407475      2841917
 0.1500 -0.000593967      2753098
 0.2500 -0.000002424      2588504
 0.3500  0.000065517      2388022
 0.4500 -0.000162061      2164990
 0.5500 -0.000116824      1931468
 0.6500  0.000343247      1691170
 0.7500  0.000289431      1452439
 0.8500 -0.000250262      1218086
 0.9500 -0.000269539       983693
 1.0500  0.000081114       758939
 1.1500 -0.000048938       548775
 1.2500 -0.000445739       361879
 1.3500  0.000591989       209648
 1.4500 -0.000194341        99839
 1.5500 -0.000171083        33375
 1.6500 -0.001086013         5074
 1.7500 -0.005318916           85
 1.8500         -nan            0
 1.9500         -nan            0
