#   dely     C(y)    Ny
 0.0500  0.000427235      2843100
 0.1500 -0.000041359      2750228
 0.2500  0.000012763      2589217
 0.3500  0.000196842      2387111
 0.4500 -0.000466692      2161366
 0.5500  0.000652097      1929958
 0.6500 -0.000378054      1689768
 0.7500 -0.000450807      1454607
 0.8500 -0.000202883      1219342
 0.9500 -0.000504623       983426
 1.0500 -0.000186752       760208
 1.1500  0.000125892       548656
 1.2500  0.000258866       361463
 1.3500 -0.000055449       209770
 1.4500  0.000135566        99996
 1.5500  0.000497573        33087
 1.6500 -0.003544953         5082
 1.7500  0.008782962           74
 1.8500         -nan            0
 1.9500         -nan            0
