#   dely     C(y)    Ny
 0.0500  0.000213801      2845000
 0.1500  0.000126900      2749566
 0.2500  0.000082111      2590186
 0.3500 -0.000295976      2386754
 0.4500  0.000155187      2162338
 0.5500 -0.000458313      1927666
 0.6500 -0.000201956      1692709
 0.7500  0.000055126      1453031
 0.8500 -0.000393876      1218136
 0.9500 -0.000152627       983474
 1.0500 -0.000160720       760294
 1.1500  0.000381082       547914
 1.2500  0.000245038       361739
 1.3500 -0.000415143       208905
 1.4500  0.000631147        99958
 1.5500 -0.000123789        33169
 1.6500 -0.000192682         5175
 1.7500  0.004675527           89
 1.8500         -nan            0
 1.9500         -nan            0
