#   delphi     C(delphi)    Nphi
 5.0000  0.000437854      1224679
15.0000 -0.000649086      1224289
25.0000 -0.000604864      1224169
35.0000  0.000209921      1224254
45.0000  0.000216305      1223105
55.0000 -0.000342598      1224444
65.0000 -0.000003455      1224233
75.0000 -0.000669319      1222710
85.0000  0.000453627      1223930
95.0000 -0.000012120      1222395
105.0000  0.000331888      1220438
115.0000 -0.000078907      1222986
125.0000  0.000039701      1225407
135.0000  0.000005566      1223468
145.0000 -0.000069764      1222426
155.0000  0.000143247      1222850
165.0000 -0.000437574      1223431
175.0000  0.000032345      1223866
