#   dely     C(y)    Ny
 0.0500 -0.000019644      2841789
 0.1500  0.000329530      2750899
 0.2500  0.000198562      2589579
 0.3500 -0.000216302      2385619
 0.4500  0.000269418      2162040
 0.5500  0.000151965      1927501
 0.6500  0.000290877      1691472
 0.7500 -0.000671923      1454717
 0.8500  0.000036102      1216508
 0.9500 -0.000454060       985776
 1.0500  0.000642342       758868
 1.1500  0.000371577       547900
 1.2500  0.000063582       361875
 1.3500  0.000793176       210362
 1.4500 -0.000512333        99904
 1.5500 -0.000780730        33138
 1.6500 -0.002345084         4987
 1.7500 -0.005136920           80
 1.8500         -nan            0
 1.9500         -nan            0
