#   dely     C(y)    Ny
 0.0500 -0.000020995      2841643
 0.1500 -0.000155743      2749650
 0.2500  0.000196782      2591849
 0.3500 -0.000102031      2387395
 0.4500  0.000443515      2160735
 0.5500  0.000291719      1927959
 0.6500  0.000091246      1691015
 0.7500  0.000141017      1453442
 0.8500 -0.000587927      1217907
 0.9500  0.000404538       986128
 1.0500  0.000091991       761169
 1.1500  0.000186550       548574
 1.2500  0.000337308       361653
 1.3500 -0.000328504       209489
 1.4500 -0.000180844        99821
 1.5500  0.000606035        33079
 1.6500  0.000784637         5228
 1.7500 -0.026767571          103
 1.8500         -nan            0
 1.9500         -nan            0
