#   dely     C(y)    Ny
 0.0500  0.000089357      2844716
 0.1500 -0.000475679      2750346
 0.2500 -0.000082881      2588434
 0.3500 -0.000109056      2386230
 0.4500  0.000071265      2163519
 0.5500 -0.000303162      1926085
 0.6500  0.000044997      1689974
 0.7500 -0.000106188      1455050
 0.8500  0.000216879      1216825
 0.9500  0.000063068       985819
 1.0500  0.000552977       759906
 1.1500 -0.000110449       546853
 1.2500  0.000283097       361736
 1.3500  0.000492039       209020
 1.4500 -0.000474923       100417
 1.5500 -0.000441149        33027
 1.6500 -0.002565345         5036
 1.7500  0.002068098           87
 1.8500         -nan            0
 1.9500         -nan            0
