#   dely     C(y)    Ny
 0.0500 -0.000309536      2845458
 0.1500  0.000243200      2752029
 0.2500  0.000005604      2590650
 0.3500  0.000258212      2387135
 0.4500 -0.000168190      2164899
 0.5500  0.000062164      1929267
 0.6500  0.000880337      1691534
 0.7500  0.000326273      1454596
 0.8500  0.000134079      1215710
 0.9500 -0.000502170       983917
 1.0500  0.000143510       759264
 1.1500  0.000145327       547736
 1.2500 -0.000151906       360700
 1.3500  0.000237063       209446
 1.4500 -0.000344514        99322
 1.5500  0.000151594        33221
 1.6500 -0.001992347         5107
 1.7500  0.003338461           83
 1.8500         -nan            0
 1.9500         -nan            0
