#   delphi     C(delphi)    Nphi
 5.0000  0.000415004      1223402
15.0000 -0.001224654      1224581
25.0000  0.000650875      1225389
35.0000 -0.000787721      1225280
45.0000  0.000382282      1221844
55.0000 -0.000689803      1226075
65.0000 -0.000207843      1222819
75.0000  0.000037836      1223777
85.0000 -0.000185983      1221693
95.0000 -0.000124425      1222103
105.0000 -0.000082620      1224166
115.0000  0.000343805      1223559
125.0000 -0.000293200      1222674
135.0000 -0.000322989      1224053
145.0000 -0.000075088      1223912
155.0000  0.000477316      1223329
165.0000 -0.000259617      1223700
175.0000  0.000049975      1222785
