#   dely     C(y)    Ny
 0.0500 -0.000421817      2842048
 0.1500 -0.000863694      2748738
 0.2500 -0.000082977      2588169
 0.3500 -0.000273997      2390288
 0.4500 -0.000039086      2163481
 0.5500  0.000561660      1928158
 0.6500 -0.000095506      1689912
 0.7500 -0.000485910      1456287
 0.8500 -0.000406787      1217901
 0.9500  0.000350091       984560
 1.0500 -0.000495703       760406
 1.1500 -0.000022310       547625
 1.2500 -0.000428169       361495
 1.3500 -0.000151175       210034
 1.4500 -0.000481890        99454
 1.5500  0.001317363        33177
 1.6500  0.000009089         5116
 1.7500  0.021186142           97
 1.8500         -nan            0
 1.9500         -nan            0
