#   dely     C(y)    Ny
 0.0500 -0.000048780      2842994
 0.1500 -0.000452083      2748686
 0.2500 -0.000074056      2589546
 0.3500 -0.000272126      2388834
 0.4500 -0.000178035      2161745
 0.5500 -0.000218272      1928789
 0.6500  0.000264419      1692233
 0.7500  0.000061928      1453675
 0.8500  0.000162013      1218326
 0.9500  0.000355684       984642
 1.0500  0.000082278       759019
 1.1500  0.000444182       548312
 1.2500  0.000360158       360020
 1.3500  0.000728864       209673
 1.4500 -0.000760446       100269
 1.5500 -0.001765214        33122
 1.6500  0.001253733         5084
 1.7500 -0.000827067           83
 1.8500         -nan            0
 1.9500         -nan            0
