#   delphi     C(delphi)    Nphi
 5.0000  0.000423795      1224362
15.0000  0.000086359      1221219
25.0000  0.000335618      1223705
35.0000  0.000490798      1224213
45.0000  0.000277299      1224418
55.0000 -0.000281075      1224023
65.0000  0.000202762      1223420
75.0000  0.000239499      1223889
85.0000  0.000254064      1226261
95.0000 -0.000514350      1222665
105.0000  0.000091703      1224972
115.0000 -0.000359295      1224150
125.0000  0.000163547      1226250
135.0000  0.000320626      1223275
145.0000 -0.000273918      1223707
155.0000  0.000050229      1223995
165.0000 -0.000173904      1223730
175.0000  0.000322134      1224916
