#   delphi     C(delphi)    Nphi
 5.0000  0.000074933      1223973
15.0000 -0.001074413      1223408
25.0000 -0.000297869      1224248
35.0000 -0.000000645      1223077
45.0000 -0.000316914      1224742
55.0000 -0.000076107      1221932
65.0000  0.000931508      1222561
75.0000 -0.000271637      1224463
85.0000  0.000252180      1224517
95.0000 -0.000323312      1222879
105.0000  0.000115730      1223107
115.0000  0.000192595      1224444
125.0000 -0.000008168      1224942
135.0000  0.000075293      1222621
145.0000  0.000085466      1223993
155.0000  0.000193647      1224243
165.0000 -0.000370476      1223886
175.0000  0.000069059      1222440
