#   dely     C(y)    Ny
 0.0500 -0.000246061      2840631
 0.1500 -0.000155854      2747813
 0.2500  0.000375391      2591254
 0.3500 -0.000202951      2389908
 0.4500 -0.000294015      2162437
 0.5500 -0.000034575      1928101
 0.6500 -0.000502615      1691883
 0.7500  0.000034019      1454156
 0.8500  0.000081618      1217728
 0.9500 -0.000137495       983111
 1.0500 -0.000158296       760309
 1.1500  0.000193217       549262
 1.2500 -0.000444241       361141
 1.3500  0.000023176       209360
 1.4500 -0.000039066        99599
 1.5500  0.000601615        33329
 1.6500  0.001657735         5025
 1.7500 -0.002931339           94
 1.8500         -nan            0
 1.9500         -nan            0
