#   delphi     C(delphi)    Nphi
 5.0000  0.000473387      1223862
15.0000  0.000331908      1223723
25.0000  0.000626901      1221243
35.0000  0.000171389      1224769
45.0000  0.000092415      1225413
55.0000  0.000517537      1223014
65.0000 -0.000053198      1224440
75.0000 -0.000149152      1223496
85.0000 -0.000137943      1222905
95.0000 -0.000485757      1224724
105.0000  0.000310964      1225827
115.0000  0.000244640      1222825
125.0000 -0.000152563      1222831
135.0000  0.000032302      1224176
145.0000  0.000077003      1225716
155.0000  0.000142924      1224346
165.0000 -0.000349349      1224769
175.0000 -0.000032181      1226112
