#   dely     C(y)    Ny
 0.0500  0.000222823      2841480
 0.1500 -0.000356128      2752775
 0.2500  0.000084729      2591039
 0.3500 -0.000144138      2388935
 0.4500 -0.000249471      2164178
 0.5500  0.000139357      1928623
 0.6500 -0.000167793      1692594
 0.7500  0.000076410      1454108
 0.8500  0.000174595      1218564
 0.9500 -0.000151976       985683
 1.0500 -0.000380916       760917
 1.1500  0.000213924       548775
 1.2500  0.000114834       361338
 1.3500  0.000391709       210367
 1.4500 -0.000232056        99733
 1.5500 -0.000347134        33167
 1.6500 -0.000399441         5151
 1.7500  0.004430560           91
 1.8500         -nan            0
 1.9500         -nan            0
