#   delphi     C(delphi)    Nphi
 5.0000  0.000786006      1223709
15.0000 -0.000628958      1225572
25.0000  0.000713563      1223096
35.0000  0.000159870      1223648
45.0000 -0.000138273      1223730
55.0000 -0.000029243      1222062
65.0000 -0.000140396      1221670
75.0000  0.000757937      1222949
85.0000  0.000301897      1223815
95.0000  0.000441728      1224486
105.0000 -0.000006556      1222488
115.0000 -0.000354003      1223197
125.0000 -0.000183898      1221771
135.0000 -0.000411436      1222734
145.0000  0.000042310      1225339
155.0000  0.000166783      1224739
165.0000 -0.000142543      1224534
175.0000 -0.000004986      1223475
