#   delphi     C(delphi)    Nphi
 5.0000  0.000185737      1224825
15.0000 -0.000069448      1222462
25.0000  0.000418391      1224396
35.0000  0.000088444      1222800
45.0000 -0.000476109      1223708
55.0000  0.000257861      1224285
65.0000  0.000447827      1221830
75.0000  0.000245081      1224056
85.0000  0.000169169      1223268
95.0000  0.000071320      1224904
105.0000 -0.000274318      1225623
115.0000  0.000406137      1224560
125.0000  0.000055548      1223216
135.0000 -0.000454152      1222728
145.0000  0.000089790      1222631
155.0000 -0.000027143      1221330
165.0000  0.000393697      1224344
175.0000 -0.000244469      1225873
