#   dely     C(y)    Ny
 0.0500 -0.000193363      2841174
 0.1500 -0.000661478      2750670
 0.2500  0.000206706      2594360
 0.3500  0.000099509      2390079
 0.4500 -0.000305615      2161839
 0.5500 -0.000176712      1929437
 0.6500  0.000268843      1692060
 0.7500 -0.000362010      1455428
 0.8500 -0.000067488      1216635
 0.9500 -0.000087770       985154
 1.0500 -0.000320251       759388
 1.1500 -0.000123239       549246
 1.2500  0.000091154       361519
 1.3500  0.000009895       208980
 1.4500  0.000054361       100220
 1.5500  0.000663509        33070
 1.6500 -0.000746657         5239
 1.7500 -0.009122106           97
 1.8500         -nan            0
 1.9500         -nan            0
