#   delphi     C(delphi)    Nphi
 5.0000  0.000247727      1224249
15.0000 -0.000359081      1223097
25.0000 -0.001186036      1224422
35.0000 -0.000287579      1224035
45.0000 -0.000298072      1222221
55.0000 -0.000006216      1225274
65.0000 -0.000058429      1225209
75.0000 -0.000076482      1223983
85.0000 -0.000243880      1225131
95.0000 -0.000487164      1224297
105.0000 -0.000311017      1224084
115.0000  0.000685866      1224283
125.0000  0.000202445      1223689
135.0000  0.000186729      1225019
145.0000 -0.000227138      1223377
155.0000  0.000050943      1223398
165.0000 -0.000288688      1224410
175.0000 -0.000068777      1224417
