#   delphi     C(delphi)    Nphi
 5.0000  0.000218066      1223829
15.0000 -0.001105705      1224954
25.0000 -0.000192515      1223791
35.0000  0.000012550      1224312
45.0000  0.000237065      1225932
55.0000 -0.000198509      1223918
65.0000 -0.000045151      1224663
75.0000  0.000366487      1224280
85.0000 -0.000471765      1223278
95.0000 -0.000121058      1224126
105.0000  0.000747400      1224187
115.0000  0.000011429      1223239
125.0000 -0.000314261      1223447
135.0000  0.000363398      1224661
145.0000  0.000155569      1226035
155.0000 -0.000247926      1223490
165.0000 -0.000138309      1225131
175.0000 -0.000043575      1224245
