#   dely     C(y)    Ny
 0.0500  0.000079027      2843866
 0.1500  0.000320625      2751732
 0.2500  0.000180684      2593276
 0.3500 -0.000187997      2389597
 0.4500 -0.000430529      2161729
 0.5500  0.000070381      1927311
 0.6500  0.000348916      1693783
 0.7500 -0.000194391      1454473
 0.8500  0.000366232      1218082
 0.9500 -0.000113283       982915
 1.0500  0.000024487       760025
 1.1500 -0.000340893       546805
 1.2500 -0.000431888       360835
 1.3500 -0.000593496       210254
 1.4500 -0.000339925        99880
 1.5500 -0.001008860        33294
 1.6500  0.000775582         5070
 1.7500 -0.000694024           99
 1.8500         -nan            0
 1.9500         -nan            0
