#   delphi     C(delphi)    Nphi
 5.0000  0.000001085      1223374
15.0000 -0.000248083      1221912
25.0000 -0.000801096      1221643
35.0000 -0.000466710      1225529
45.0000  0.000447312      1224828
55.0000  0.000765395      1223210
65.0000  0.000115733      1224793
75.0000 -0.000280403      1223698
85.0000 -0.000362080      1225429
95.0000  0.000147188      1224434
105.0000  0.000055063      1223731
115.0000 -0.000211474      1224605
125.0000  0.000209925      1224220
135.0000 -0.000227310      1223548
145.0000  0.000128796      1222321
155.0000  0.000167661      1224917
165.0000  0.000339693      1222717
175.0000  0.000085876      1221550
