   5.00  -0.00002384 29372462.00000000   0.00010501
  15.00  -0.00036760 29373368.00000000   0.00010130
  25.00  -0.00006471 29368139.00000000   0.00012685
  35.00  -0.00003421 29378126.00000000   0.00008243
  45.00  -0.00004652 29371872.00000000   0.00007832
  55.00   0.00000529 29374966.00000000   0.00008442
  65.00   0.00009634 29369680.00000000   0.00008424
  75.00  -0.00001145 29372021.00000000   0.00007047
  85.00   0.00002737 29369769.00000000   0.00006175
  95.00  -0.00005735 29368656.00000000   0.00006466
 105.00   0.00004347 29372667.00000000   0.00005732
 115.00   0.00006337 29368343.00000000   0.00005363
 125.00   0.00007707 29367931.00000000   0.00004840
 135.00  -0.00004148 29367854.00000000   0.00005311
 145.00  -0.00006866 29379768.00000000   0.00004400
 155.00   0.00004191 29368279.00000000   0.00005011
 165.00  -0.00009051 29372249.00000000   0.00004414
 175.00  -0.00002878 29376729.00000000   0.00005117
