#   dely     C(y)    Ny
 0.0500  0.000006659      2844025
 0.1500 -0.000010842      2749898
 0.2500  0.000394822      2591762
 0.3500  0.000285856      2388455
 0.4500 -0.000385361      2164671
 0.5500 -0.000017112      1932164
 0.6500  0.000163305      1690758
 0.7500  0.000044757      1454548
 0.8500  0.000252661      1217622
 0.9500 -0.000120535       984506
 1.0500  0.000501093       759281
 1.1500  0.000298892       546905
 1.2500 -0.000221390       361691
 1.3500  0.000911810       209764
 1.4500  0.000097067        99997
 1.5500  0.000111001        32981
 1.6500  0.001157994         5073
 1.7500 -0.012288930           90
 1.8500         -nan            0
 1.9500         -nan            0
