#   delphi     C(delphi)    Nphi
 5.0000 -0.000484094      1223684
15.0000 -0.000247140      1222143
25.0000  0.000859689      1224272
35.0000 -0.000459554      1225007
45.0000  0.000286726      1225323
55.0000  0.000212922      1225295
65.0000 -0.000194070      1223296
75.0000 -0.000452031      1225600
85.0000  0.000508384      1223712
95.0000  0.000129294      1222719
105.0000  0.000277514      1224784
115.0000  0.000493481      1224845
125.0000 -0.000006059      1222868
135.0000  0.000111122      1223409
145.0000  0.000176654      1224427
155.0000 -0.000296595      1223403
165.0000 -0.000012585      1223355
175.0000 -0.000526449      1224884
