#   q     Cout       Nout      Cside       Nside       Clong        Nlong
  1.250  0.270475484  3.000000000  0.423344798  1.000000000 -0.259272001  2.000000000
  3.750  0.137601932  3.000000000  0.306644828  2.000000000  0.301499187  4.000000000
  6.250  0.355526403  5.000000000  0.057465516  7.000000000  0.010165724  7.000000000
  8.750 -0.003097517  6.000000000 -0.203015507  3.000000000  0.259487249  4.000000000
 11.250 -0.135771270  2.000000000  0.193402038  6.000000000  0.287561081  2.000000000
 13.750 -0.170305822  2.000000000  0.217617754  2.000000000  0.118260435  3.000000000
 16.250  0.000000000  1.000000000  0.626720721  1.000000000 -0.358189227  2.000000000
 18.750 -0.045827039  3.000000000  0.708525358  2.000000000  0.927189336  1.000000000
 21.250  0.487267520  1.000000000  0.143996594  5.000000000 -0.629750387  1.000000000
 23.750          nan  0.000000000 -0.276925751  3.000000000  0.889759051  1.000000000
 26.250          nan  0.000000000  0.199084671  1.000000000  0.057121507  1.000000000
 28.750  0.551479431  1.000000000  0.000000000  1.000000000 -0.507368017  2.000000000
 31.250  0.023462763  3.000000000  0.178129998  4.000000000  0.000000000  2.000000000
 33.750  0.000000000  1.000000000  0.346464151  6.000000000 -0.098320147  3.000000000
 36.250 -0.491988995  1.000000000          nan  0.000000000  0.497640724  1.000000000
 38.750 -0.080564362  8.000000000  0.000310264  2.000000000  0.116444255  4.000000000
 41.250  0.000000000  1.000000000  0.213924573  2.000000000  0.288887471  2.000000000
 43.750 -0.571253011  2.000000000 -0.459859974  5.000000000 -0.022303491  8.000000000
 46.250  0.007105002  3.000000000 -0.000394189  2.000000000  0.449340062  1.000000000
 48.750  0.054126180  2.000000000  0.914496912  1.000000000 -0.898547729  1.000000000
 51.250  0.091337517  3.000000000  0.090152541  7.000000000  0.399278767  5.000000000
 53.750  0.083281209  3.000000000 -0.641845932  2.000000000 -0.175279561  2.000000000
 56.250  0.174070268  1.000000000  0.488751180  3.000000000 -0.264323029  2.000000000
 58.750  0.870712818  1.000000000 -0.091919293  1.000000000  0.223925635  4.000000000
