#   q     Cout       Nout      Cside       Nside       Clong        Nlong
  1.250  0.053098759  8.000000000  0.239009440  8.000000000  0.021223741  3.000000000
  3.750  0.576768959  2.000000000 -0.093061562  5.000000000  0.114366775  3.000000000
  6.250  0.583947516  4.000000000  0.523966830  3.000000000  0.218339594  4.000000000
  8.750 -0.009054653  7.000000000  0.286072392  4.000000000  0.348101665  3.000000000
 11.250  0.224729360  6.000000000 -0.215133059  5.000000000  0.117393276  6.000000000
 13.750  0.000000000  2.000000000  0.174006020  4.000000000  0.217752861  3.000000000
 16.250  0.132472114  3.000000000  0.557164393  3.000000000 -0.000722327  1.000000000
 18.750  0.702423814  1.000000000  0.184240624  3.000000000 -0.156237287  4.000000000
 21.250  0.271018445  4.000000000  0.201957288  1.000000000  0.143473717  5.000000000
 23.750 -0.228081502  4.000000000  0.020636101  2.000000000  0.728538071  1.000000000
 26.250  0.461116128  3.000000000  0.427410282  4.000000000  0.436042737  4.000000000
 28.750 -0.009951022  2.000000000 -0.072332907  4.000000000  0.223595572  3.000000000
 31.250 -0.616200735  1.000000000 -0.066734935  1.000000000 -0.550281406  2.000000000
 33.750  0.920142154  1.000000000  0.000000000  1.000000000 -0.123051743  4.000000000
 36.250  0.000000000  1.000000000  0.070549595  5.000000000 -0.566060561  1.000000000
 38.750 -0.808742543  1.000000000  0.234577544  4.000000000  0.000000000  1.000000000
 41.250  0.661096306  4.000000000  0.337406358  4.000000000 -0.195066520  3.000000000
 43.750          nan  0.000000000  0.000000000  2.000000000  0.284631273  1.000000000
 46.250  0.000000000  1.000000000 -0.211089345  4.000000000  0.206134222  2.000000000
 48.750 -0.429057220  2.000000000  0.000000000  1.000000000  0.121211504  3.000000000
 51.250  0.681666531  1.000000000  0.483756796  4.000000000 -0.000321301  4.000000000
 53.750          nan  0.000000000 -0.496820177  5.000000000  0.719127491  1.000000000
 56.250 -0.025135489  3.000000000  0.000000000  3.000000000          nan  0.000000000
 58.750  0.000000000  1.000000000 -0.243824440  5.000000000  0.000000000  1.000000000
 61.250 -0.287818353  2.000000000 -0.060366298  1.000000000  0.714874250  1.000000000
 63.750          nan  0.000000000 -0.152628391  9.000000000 -0.345450493  2.000000000
 66.250  0.107707531  3.000000000 -0.288317677  3.000000000  0.480413456  2.000000000
 68.750  0.000000000  1.000000000  0.019256969  5.000000000  0.470631996  1.000000000
 71.250  0.258022451  2.000000000  0.200930711  4.000000000  0.000000000  2.000000000
 73.750 -0.675109397  1.000000000 -0.062015379  3.000000000  0.329323522  3.000000000
 76.250  0.130754944  2.000000000  0.580082218  4.000000000  0.076039259  4.000000000
 78.750 -0.600384184  1.000000000 -0.189506355  5.000000000 -0.242939901  4.000000000
 81.250  0.225675721  3.000000000  0.329198753  4.000000000  0.000000000  2.000000000
 83.750          nan  0.000000000 -0.203788364  4.000000000  0.000000000  2.000000000
 86.250  0.484526161  2.000000000  0.091828683  3.000000000  0.139374784  3.000000000
 88.750  0.000000000  1.000000000  0.464216709  2.000000000 -0.297416839  6.000000000
 91.250 -0.846281670  1.000000000  0.771744741  1.000000000          nan  0.000000000
 93.750          nan  0.000000000 -0.230950606  2.000000000  0.000000000  1.000000000
 96.250          nan  0.000000000  0.000657776  1.000000000 -0.544024752  2.000000000
 98.750 -0.101222605  1.000000000 -0.003428553  2.000000000 -0.264166369  1.000000000
101.250  0.535529512  1.000000000 -0.540867409  1.000000000  0.000000000  1.000000000
103.750          nan  0.000000000  0.213902743  4.000000000 -0.436185149  2.000000000
106.250          nan  0.000000000 -0.105525541  2.000000000  0.122402387  3.000000000
108.750          nan  0.000000000  0.662470537  4.000000000 -0.164000425  4.000000000
111.250          nan  0.000000000 -0.463205192  2.000000000  0.026876185  6.000000000
113.750  0.855704794  1.000000000 -0.064417533  6.000000000  0.095318697  4.000000000
116.250 -0.022352190  1.000000000 -0.405296516  5.000000000  0.040870323  2.000000000
118.750  0.319110060  1.000000000 -0.935357359  1.000000000          nan  0.000000000
121.250          nan  0.000000000          nan  0.000000000 -0.402110685  2.000000000
123.750  0.937203762  1.000000000  0.601703660  1.000000000 -0.838126459  2.000000000
126.250 -0.021877346  2.000000000 -0.100630357  4.000000000  0.355349254  2.000000000
128.750 -0.024900788  2.000000000  0.244586434  1.000000000  0.000000000  1.000000000
131.250 -0.395854765  3.000000000 -0.323432914  2.000000000  0.000000000  1.000000000
133.750          nan  0.000000000  0.050239634  5.000000000 -0.641621856  1.000000000
136.250          nan  0.000000000  0.176646246  4.000000000 -0.004329808  5.000000000
138.750          nan  0.000000000 -0.116300090  5.000000000 -0.015296758  4.000000000
141.250          nan  0.000000000 -0.019591410  3.000000000          nan  0.000000000
143.750 -0.442523869  1.000000000  0.000000000  1.000000000  0.152314655  2.000000000
146.250          nan  0.000000000 -0.017706159  5.000000000 -0.267997299  4.000000000
148.750          nan  0.000000000 -0.195380416  3.000000000 -0.237015700  3.000000000
151.250          nan  0.000000000 -0.042127044  4.000000000  0.196632318  4.000000000
153.750          nan  0.000000000  0.016715636  3.000000000          nan  0.000000000
156.250  0.000000000  1.000000000  0.154007864 13.000000000  0.461989839  1.000000000
158.750  0.414530584  2.000000000  0.117985993  3.000000000 -0.806234595  1.000000000
161.250          nan  0.000000000  0.000000000  1.000000000  0.000000000  1.000000000
163.750  0.000000000  1.000000000  0.332807000  3.000000000  0.137347520  1.000000000
166.250  0.737362834  1.000000000  0.272923413  6.000000000  0.000000000  1.000000000
168.750  0.974382836  1.000000000 -0.124552965  1.000000000  0.918462093  1.000000000
171.250          nan  0.000000000 -0.090040053  2.000000000          nan  0.000000000
173.750 -0.090422978  1.000000000 -0.116848577  3.000000000          nan  0.000000000
