#   q     Cout       Nout      Cside       Nside       Clong        Nlong
  1.250  0.399800649  4.000000000  0.413248077  2.000000000  0.116973115  1.000000000
  3.750  0.242408315  1.000000000  0.000000000  2.000000000  0.194885771  5.000000000
  6.250  0.059175974  3.000000000  0.752055284  3.000000000  0.792591361  3.000000000
  8.750  0.508048437  3.000000000  0.242408315  1.000000000  0.194692836  4.000000000
 11.250  0.282997886  3.000000000  0.150140140  5.000000000  0.498758175  3.000000000
 13.750  0.122024885  2.000000000  0.503811256  2.000000000 -0.316293586  4.000000000
 16.250  0.024353027  3.000000000  0.347140368  5.000000000  0.354579160  2.000000000
 18.750  0.076777795  2.000000000 -0.166756202  3.000000000 -0.094548368  2.000000000
 21.250  0.001955991  4.000000000 -0.088045162  1.000000000  0.404203717  5.000000000
 23.750  0.160523509  2.000000000  0.001774444  1.000000000 -0.560709864  2.000000000
 26.250 -0.038918318  2.000000000 -0.062085267  7.000000000 -0.654795624  3.000000000
 28.750  0.131872633  5.000000000  0.548041015  3.000000000  0.000000000  1.000000000
 31.250 -0.734739800  1.000000000 -0.226092235  4.000000000  0.000000000  1.000000000
 33.750 -0.467293844  2.000000000  0.297760679  2.000000000 -0.209143682  5.000000000
 36.250  0.468554765  2.000000000 -0.875892534  1.000000000 -0.390203653  2.000000000
 38.750 -0.502861875  1.000000000 -0.189800422  4.000000000 -0.995311637  1.000000000
 41.250 -0.912638956  2.000000000 -0.252536304  3.000000000  0.415694000  2.000000000
 43.750 -0.089926469  2.000000000 -0.016636365  1.000000000  0.000000000  1.000000000
 46.250 -0.284607263  1.000000000  0.680669610  3.000000000 -0.900096579  1.000000000
 48.750 -0.036304858  3.000000000 -0.015025162  3.000000000  0.321115441  2.000000000
 51.250  0.733370032  1.000000000 -0.239754144  7.000000000 -0.334267758  4.000000000
 53.750 -0.777587424  1.000000000 -0.228981144  5.000000000 -0.032432511  1.000000000
 56.250  0.250975408  3.000000000  0.656999813  2.000000000 -0.104944328  4.000000000
 58.750 -0.311882791  6.000000000  0.043847887  7.000000000  0.020740595  3.000000000
 61.250  0.351045992  2.000000000  0.296831829  4.000000000 -0.037060656  1.000000000
 63.750  0.000000000  1.000000000 -0.981503881  1.000000000  0.000000000  2.000000000
 66.250  0.000000000  2.000000000 -0.278876918  2.000000000  0.366989632  1.000000000
 68.750 -0.435889662  3.000000000 -0.063242020  4.000000000          nan  0.000000000
 71.250  0.033782176  2.000000000  0.185921130  6.000000000  0.055335633  1.000000000
 73.750  0.000000000  1.000000000  0.402078067  2.000000000 -0.116448717  3.000000000
 76.250 -0.615045338  1.000000000 -0.020483840  5.000000000 -0.095974529  6.000000000
 78.750          nan  0.000000000  0.334748693  1.000000000  0.393328472  7.000000000
 81.250          nan  0.000000000 -0.497623388  2.000000000  0.410782578  2.000000000
 83.750  0.860814020  1.000000000 -0.665904785  4.000000000 -0.122656566  2.000000000
 86.250  0.406070081  2.000000000  0.351663322  2.000000000 -0.003431120  3.000000000
 88.750  0.209333724  1.000000000  0.080833384  4.000000000  0.000000000  1.000000000
 91.250          nan  0.000000000  0.438350987  1.000000000 -0.211104744  6.000000000
 93.750  0.000000000  2.000000000  0.025689840  4.000000000 -0.303151662  3.000000000
 96.250  0.000000000  1.000000000 -0.147355256  4.000000000          nan  0.000000000
 98.750 -0.219357215  2.000000000  0.068036141  5.000000000 -0.822721765  1.000000000
101.250          nan  0.000000000 -0.410003727  4.000000000  0.107596851  4.000000000
103.750          nan  0.000000000  0.173560759  5.000000000  0.431189990  2.000000000
106.250 -0.951577767  1.000000000 -0.020565503  3.000000000  0.186650841  4.000000000
108.750          nan  0.000000000 -0.257610383  3.000000000  0.561020941  2.000000000
111.250 -0.122501562  2.000000000          nan  0.000000000 -0.143297807  3.000000000
113.750          nan  0.000000000 -0.000239733  3.000000000          nan  0.000000000
116.250          nan  0.000000000 -0.305041825  2.000000000  0.000000000  1.000000000
118.750  0.000000000  1.000000000 -0.112253801  4.000000000  0.445876574  1.000000000
121.250  0.000000000  1.000000000  0.406173570  1.000000000  0.319677925  4.000000000
123.750          nan  0.000000000 -0.487323124  5.000000000  0.339572725  1.000000000
126.250          nan  0.000000000  0.437806121  1.000000000 -0.463571969  2.000000000
128.750          nan  0.000000000  0.199177673  4.000000000 -0.189183046  3.000000000
131.250          nan  0.000000000  0.030081664  2.000000000          nan  0.000000000
133.750          nan  0.000000000 -0.551707495  3.000000000 -0.483814761  2.000000000
136.250  0.000000000  2.000000000  0.791876246  3.000000000          nan  0.000000000
138.750  0.815622119  1.000000000 -0.128964593  5.000000000 -0.664554018  4.000000000
141.250          nan  0.000000000  0.811276847  3.000000000 -0.065841849  1.000000000
143.750          nan  0.000000000  0.932296280  1.000000000          nan  0.000000000
146.250  0.000000000  1.000000000 -0.286153843  4.000000000  0.355069043  1.000000000
148.750          nan  0.000000000 -0.223012968  3.000000000  0.000066747  3.000000000
151.250  0.040140153  1.000000000          nan  0.000000000 -0.497442056  1.000000000
153.750          nan  0.000000000 -0.790693043  1.000000000  0.000000000  1.000000000
156.250          nan  0.000000000  0.089901406  2.000000000  0.262001785  3.000000000
158.750 -0.146499273  1.000000000 -0.066045486  6.000000000 -0.191827442  2.000000000
161.250          nan  0.000000000 -0.021924504  3.000000000          nan  0.000000000
163.750  0.868359604  1.000000000  0.107886843  2.000000000 -0.343303005  2.000000000
166.250          nan  0.000000000  0.075379216  4.000000000  0.152417352  2.000000000
168.750          nan  0.000000000 -0.628603821  1.000000000  0.000014198  3.000000000
171.250 -0.232537455  1.000000000  0.000000000  1.000000000          nan  0.000000000
173.750 -0.172724064  1.000000000 -0.016568250  4.000000000 -0.019638619  2.000000000
176.250          nan  0.000000000 -0.193139180  5.000000000          nan  0.000000000
178.750  0.000000000  1.000000000  0.231702210  4.000000000  0.332972078  5.000000000
181.250          nan  0.000000000  0.004907542  4.000000000 -0.029676149  2.000000000
183.750 -0.410054308  2.000000000  0.162546594  4.000000000 -0.009587628  3.000000000
186.250          nan  0.000000000 -0.016026181  3.000000000          nan  0.000000000
188.750          nan  0.000000000 -0.033097952  5.000000000          nan  0.000000000
191.250  0.000000000  1.000000000 -0.208138152  2.000000000  0.824540806  1.000000000
193.750          nan  0.000000000  0.104386893  3.000000000          nan  0.000000000
196.250          nan  0.000000000  0.006486487  6.000000000 -0.714455534  1.000000000
198.750 -0.787735375  1.000000000  0.109188228  7.000000000  0.052110329  3.000000000
201.250          nan  0.000000000  0.000000000  1.000000000  0.000000000  1.000000000
203.750          nan  0.000000000 -0.789377152  1.000000000  0.249655941  3.000000000
206.250  0.191656233  2.000000000 -0.515224734  4.000000000          nan  0.000000000
208.750  0.000000000  1.000000000  0.304715968  3.000000000 -0.099075638  2.000000000
211.250 -0.215881789  1.000000000 -0.332614650  2.000000000 -0.414173554  1.000000000
213.750  0.949037319  1.000000000 -0.225849985  3.000000000          nan  0.000000000
216.250          nan  0.000000000  0.312368335  2.000000000 -0.090456772  1.000000000
218.750          nan  0.000000000 -0.013800987  3.000000000 -0.034939347  1.000000000
221.250          nan  0.000000000  0.462870903  3.000000000 -0.422263244  1.000000000
223.750          nan  0.000000000  0.137274318  1.000000000          nan  0.000000000
226.250          nan  0.000000000  0.063051206  1.000000000  0.000000000  1.000000000
228.750          nan  0.000000000  0.227164467  2.000000000          nan  0.000000000
231.250          nan  0.000000000 -0.071670122  4.000000000 -0.046233365  2.000000000
233.750          nan  0.000000000  0.000000000  1.000000000  0.165978238  2.000000000
236.250 -0.148918450  1.000000000          nan  0.000000000  0.597644210  1.000000000
238.750          nan  0.000000000          nan  0.000000000  0.397912335  2.000000000
241.250          nan  0.000000000  0.224642692  1.000000000 -0.488349884  1.000000000
243.750          nan  0.000000000  0.000000000  1.000000000          nan  0.000000000
