#   q     Cout       Nout      Cside       Nside       Clong        Nlong
  1.250  0.640226293  4.000000000  0.654805381  3.000000000          nan  0.000000000
  3.750  0.844374793  3.000000000          nan  0.000000000  0.761153941  3.000000000
  6.250          nan  0.000000000  0.000000000  1.000000000  0.591300019  3.000000000
  8.750          nan  0.000000000  0.822650963  4.000000000  0.000000000  1.000000000
 11.250  0.000000000  2.000000000  0.566696986  3.000000000  0.000000000  1.000000000
 13.750  0.589504527  3.000000000  0.000000000  1.000000000  0.710022744  4.000000000
 16.250  0.000000000  1.000000000  0.707173242  5.000000000  0.141098735  6.000000000
 18.750  0.081922940  4.000000000  0.000000000  1.000000000  0.251710289  3.000000000
 21.250 -0.052310320  3.000000000  0.281277892  5.000000000  0.000000000  1.000000000
 23.750  0.296650453  3.000000000  0.170257530  6.000000000  0.060181829  3.000000000
 26.250  0.098980526  5.000000000 -0.078526749  4.000000000  0.217026123  2.000000000
 28.750 -0.278156147  7.000000000  0.125170464  2.000000000  0.231532520  6.000000000
 31.250 -0.346471913  2.000000000  0.349739009  2.000000000          nan  0.000000000
 33.750  0.054793748  2.000000000  0.180123060  3.000000000  0.000000000  1.000000000
 36.250 -0.021710140  1.000000000 -0.309186510  2.000000000  0.718251471  3.000000000
 38.750  0.246929101  3.000000000 -0.124528836  4.000000000 -0.488897273  2.000000000
 41.250 -0.325995812  2.000000000 -0.095377355  7.000000000 -0.126845777  3.000000000
 43.750 -0.596686853  1.000000000  0.183062293  4.000000000  0.216538674  2.000000000
 46.250  0.000000000  1.000000000  0.260478670  3.000000000 -0.133862759  3.000000000
 48.750  0.555516355  1.000000000 -0.011305529  4.000000000 -0.014321059  3.000000000
 51.250  0.400595108  1.000000000  0.028011746  6.000000000 -0.031446542  8.000000000
 53.750  0.199836601  5.000000000  0.189634584  3.000000000  0.477193112  2.000000000
 56.250 -0.084831883  2.000000000  0.234531990  8.000000000 -0.252586445  4.000000000
 58.750  0.088728972  3.000000000  0.222305446  6.000000000  0.262354307  3.000000000
 61.250 -0.986510350  1.000000000 -0.369477815  1.000000000 -0.168050063  2.000000000
 63.750 -0.539290772  2.000000000  0.101024795  3.000000000  0.985075387  1.000000000
 66.250 -0.315246767  2.000000000  0.723118793  3.000000000 -0.447129649  2.000000000
 68.750  0.175934918  4.000000000 -0.535859837  2.000000000  0.033130060  2.000000000
 71.250 -0.979507404  1.000000000 -0.094408041  4.000000000 -0.261004535  2.000000000
 73.750          nan  0.000000000  0.099778751  4.000000000  0.776641567  1.000000000
 76.250  0.134940162  1.000000000  0.764018464  1.000000000  0.140278163  4.000000000
 78.750          nan  0.000000000  0.210642557  2.000000000 -0.361913172  4.000000000
 81.250  0.464185329  1.000000000  0.000000000  1.000000000  0.037688529  3.000000000
 83.750  0.098870334  2.000000000  0.379667722  3.000000000  0.470046037  3.000000000
 86.250  0.007840107  2.000000000 -0.225290732  3.000000000 -0.013503415  5.000000000
 88.750 -0.603996290  1.000000000 -0.209857564  3.000000000  0.499183646  2.000000000
 91.250  0.195967061  1.000000000  0.101011403  3.000000000  0.113680557  3.000000000
 93.750 -0.695302980  1.000000000 -0.170211759  3.000000000  0.226296431  3.000000000
 96.250 -0.758313731  2.000000000  0.265996247  4.000000000 -0.052526650  5.000000000
 98.750 -0.494443059  1.000000000  0.000000000  1.000000000 -0.054469486  3.000000000
101.250  0.003234327  4.000000000  0.269669354  3.000000000 -0.051274169  1.000000000
103.750 -0.908538116  1.000000000 -0.282983455  2.000000000  0.992940492  1.000000000
106.250          nan  0.000000000  0.463377712  2.000000000 -0.227637114  2.000000000
108.750          nan  0.000000000  0.182546435  4.000000000 -0.937502574  2.000000000
111.250          nan  0.000000000  0.171914605  3.000000000  0.000000000  1.000000000
113.750  0.000000000  1.000000000  0.000000000  4.000000000  0.216650198  4.000000000
116.250  0.367205208  1.000000000  0.361980712  4.000000000 -0.638522729  1.000000000
118.750          nan  0.000000000 -0.209023560  6.000000000  0.860583850  1.000000000
121.250          nan  0.000000000 -0.284378697  7.000000000 -0.220628134  2.000000000
123.750          nan  0.000000000 -0.182015897  4.000000000 -0.242646019  1.000000000
126.250          nan  0.000000000          nan  0.000000000          nan  0.000000000
128.750          nan  0.000000000  0.367457824  2.000000000 -0.943713248  1.000000000
131.250 -0.001287102  1.000000000 -0.388871461  4.000000000  0.554340577  1.000000000
133.750 -0.268417319  1.000000000  0.000000000  1.000000000  0.274802791  3.000000000
136.250          nan  0.000000000  0.072494434  2.000000000  0.073722892  2.000000000
138.750          nan  0.000000000 -0.131496811  6.000000000  0.490920075  2.000000000
141.250          nan  0.000000000  0.943533124  2.000000000 -0.185582025  5.000000000
143.750 -0.179006566  1.000000000  0.124653222  3.000000000  0.000000000  1.000000000
