#   q     Cout       Nout      Cside       Nside       Clong        Nlong
  1.250  0.039699834  4.000000000  0.198783483  2.000000000  0.215842214  4.000000000
  3.750  0.706764133  2.000000000  0.709982366  2.000000000  0.682549402  1.000000000
  6.250  0.638410661  2.000000000  0.510980455  3.000000000  0.250905899  5.000000000
  8.750  0.453922519  2.000000000  0.737918956  2.000000000  0.429680572  2.000000000
 11.250 -0.019893214  1.000000000  0.068875453  4.000000000  0.614493805  2.000000000
 13.750  0.116103745  5.000000000  0.244113909  2.000000000          nan  0.000000000
 16.250  0.355071206  3.000000000  0.399133911  3.000000000  0.366541226  3.000000000
 18.750  0.010100965  2.000000000 -0.013194823  3.000000000          nan  0.000000000
 21.250  0.000000000  1.000000000  0.057010879  7.000000000  0.167994866  3.000000000
 23.750  0.004637988  1.000000000  0.466271990  3.000000000  0.288569098  2.000000000
 26.250 -0.054428289  3.000000000  0.221931915  3.000000000  0.178202413  5.000000000
 28.750 -0.275313845  3.000000000 -0.394581594  3.000000000  0.254731075  3.000000000
 31.250 -0.927215856  1.000000000  0.118016256  7.000000000  0.000000000  2.000000000
 33.750  0.000000000  1.000000000 -0.313742289  2.000000000  0.252733422  1.000000000
 36.250 -0.907840005  1.000000000 -0.085739295  2.000000000 -0.994553509  1.000000000
 38.750 -0.153961187  1.000000000  0.236565285  6.000000000 -0.322357268  2.000000000
 41.250 -0.005115772  1.000000000 -0.000402112  1.000000000 -0.175739133  4.000000000
 43.750 -0.098521540  4.000000000 -0.331837964  3.000000000 -0.431345523  3.000000000
 46.250          nan  0.000000000  0.000000000  1.000000000          nan  0.000000000
 48.750  0.454885116  1.000000000          nan  0.000000000 -0.089992281  4.000000000
 51.250  0.895209272  1.000000000  0.060128094  4.000000000  0.490990301  2.000000000
 53.750  0.211866538  3.000000000  0.547632249  4.000000000          nan  0.000000000
 56.250 -0.370340061  3.000000000  0.786511555  2.000000000  0.963490054  1.000000000
 58.750          nan  0.000000000 -0.222832357  5.000000000 -0.925660982  1.000000000
 61.250  0.000616237  1.000000000 -0.641400094  2.000000000 -0.131370377  3.000000000
 63.750 -0.105063139  2.000000000  0.002420903  2.000000000 -0.177769104  7.000000000
 66.250  0.393679148  1.000000000 -0.141899323  3.000000000  0.089814118  5.000000000
 68.750 -0.073151803  4.000000000 -0.032292122  3.000000000  0.068194262  3.000000000
 71.250 -0.370012671  2.000000000  0.034296288  2.000000000 -0.806231836  2.000000000
 73.750  0.007303782  3.000000000 -0.235010895  4.000000000 -0.869573257  1.000000000
 76.250          nan  0.000000000  0.000000000  1.000000000  0.041482896  4.000000000
 78.750          nan  0.000000000 -0.907133457  1.000000000 -0.063923702  4.000000000
 81.250 -0.244451625  5.000000000          nan  0.000000000  0.839865902  1.000000000
 83.750          nan  0.000000000 -0.507689558  2.000000000 -0.622262824  1.000000000
 86.250          nan  0.000000000  0.389691771  5.000000000          nan  0.000000000
 88.750  1.011168324  1.000000000  0.176385325  2.000000000 -0.226276937  2.000000000
 91.250 -0.142978433  1.000000000  0.036349882  3.000000000  0.020432676  2.000000000
 93.750  0.000362978  1.000000000  0.694347762  1.000000000  0.125922403  2.000000000
 96.250          nan  0.000000000  0.983335945  1.000000000  0.281169975  4.000000000
 98.750  0.000000000  1.000000000  0.000000000  1.000000000  0.000000000  1.000000000
