#   q     Cout       Nout      Cside       Nside       Clong        Nlong
  1.250  0.411431862  6.000000000  0.344065493  2.000000000  0.408155421  4.000000000
  3.750          nan  0.000000000  0.000000000  1.000000000  0.229376995  3.000000000
  6.250  0.011281888  3.000000000  0.199250237  4.000000000  0.315879334  3.000000000
  8.750 -0.033158572  2.000000000  0.505867582  3.000000000  0.078424939  2.000000000
 11.250  0.218832180  2.000000000  0.287046679  7.000000000  0.443686189  1.000000000
 13.750  0.311321008  3.000000000 -0.052704245  4.000000000  0.101045056  4.000000000
 16.250 -0.677102659  1.000000000  0.298207940  3.000000000 -0.256522791  5.000000000
 18.750  0.000000000  1.000000000  0.182531233  4.000000000  0.470897562  2.000000000
 21.250 -0.261598765  2.000000000  0.207160509  4.000000000  0.819336731  2.000000000
 23.750 -0.296556100  2.000000000  0.930943543  2.000000000 -0.889737995  1.000000000
 26.250  0.121525960  3.000000000 -0.789148814  1.000000000 -0.648396802  2.000000000
 28.750  0.309080251  3.000000000  0.289520282  6.000000000 -0.578915139  2.000000000
 31.250  0.150369040  3.000000000  0.301188422  4.000000000  0.059879137  4.000000000
 33.750 -0.228048311  2.000000000 -0.309798915  5.000000000  0.459316726  4.000000000
 36.250  0.427123005  3.000000000 -0.447103982  2.000000000 -0.779802606  1.000000000
 38.750  0.037371453  4.000000000 -0.024656170  3.000000000  0.484538008  2.000000000
 41.250  0.000000000  1.000000000          nan  0.000000000 -0.300335715  4.000000000
 43.750  0.481740463  1.000000000 -0.189418800  7.000000000  0.054205023  3.000000000
 46.250 -0.129957194  1.000000000  0.909592131  1.000000000  0.478324406  2.000000000
 48.750  0.072943909  1.000000000  0.186660465  2.000000000  0.481383345  3.000000000
 51.250  0.246387157  4.000000000  0.608888141  2.000000000  0.028068118  3.000000000
 53.750 -0.245049490  2.000000000  0.086439701  5.000000000          nan  0.000000000
 56.250 -0.874059192  1.000000000  0.041887897  4.000000000  0.601161818  1.000000000
 58.750  0.651640538  1.000000000 -0.130263882  4.000000000  0.236925812  2.000000000
 61.250          nan  0.000000000 -0.411213919  1.000000000          nan  0.000000000
 63.750          nan  0.000000000  0.000000000  1.000000000 -0.563912422  3.000000000
 66.250 -0.015801477  3.000000000 -0.492189847  2.000000000  0.178398549  7.000000000
 68.750 -0.020367677  2.000000000 -0.001875911  4.000000000  0.752373424  2.000000000
 71.250  0.048771814  5.000000000  0.000000000  2.000000000 -0.103854321  3.000000000
 73.750  0.409651104  2.000000000          nan  0.000000000 -0.008618449  2.000000000
 76.250          nan  0.000000000  0.000000000  2.000000000  0.251211443  2.000000000
 78.750  0.428179270  4.000000000          nan  0.000000000  0.774795581  2.000000000
 81.250 -0.238088869  4.000000000 -0.132900185  2.000000000          nan  0.000000000
 83.750  0.698306776  1.000000000  0.482014762  4.000000000  0.627186142  1.000000000
 86.250  0.000000000  1.000000000 -0.624872067  3.000000000 -0.497429586  2.000000000
 88.750  0.000000000  1.000000000  0.453290097  4.000000000  0.000000000  3.000000000
 91.250 -0.290630317  2.000000000  0.115181577  4.000000000  0.000000000  1.000000000
 93.750  0.663754453  1.000000000  0.073735640  4.000000000 -0.108332392  1.000000000
 96.250 -0.721133084  1.000000000  0.540588960  2.000000000  0.345076230  2.000000000
 98.750 -0.535499916  1.000000000 -0.321801330  7.000000000 -0.260627753  5.000000000
101.250 -0.299862830  3.000000000 -0.168920439  6.000000000  0.000000000  1.000000000
103.750  0.949155888  1.000000000 -0.161714981  5.000000000  0.809052866  1.000000000
106.250  0.729505403  1.000000000 -0.550395293  2.000000000  0.000000000  1.000000000
108.750          nan  0.000000000 -0.814833340  3.000000000          nan  0.000000000
111.250  0.851797694  1.000000000  0.000000000  1.000000000 -0.910388743  2.000000000
113.750  0.729749792  1.000000000 -0.264351185  4.000000000 -0.431894331  3.000000000
116.250          nan  0.000000000 -0.126593388  5.000000000 -0.179635802  2.000000000
118.750 -0.229434123  2.000000000 -0.497889663  2.000000000  0.379694253  2.000000000
121.250  0.870711479  1.000000000 -0.243678622  5.000000000  0.006298069  2.000000000
123.750 -0.638719634  1.000000000 -0.151706101  2.000000000          nan  0.000000000
126.250 -0.582283806  3.000000000  0.412586291  3.000000000          nan  0.000000000
128.750 -0.119709662  2.000000000  0.252869075  4.000000000  0.387869720  1.000000000
131.250          nan  0.000000000 -0.114362771  4.000000000  0.009944013  2.000000000
133.750  0.169321786  1.000000000  0.219580332  3.000000000          nan  0.000000000
136.250  0.568180400  1.000000000 -0.672025255  1.000000000 -0.854323594  1.000000000
138.750 -0.827110992  1.000000000 -0.200966757  2.000000000 -0.260573398  3.000000000
141.250          nan  0.000000000  0.210726007  5.000000000 -0.000392985  1.000000000
143.750          nan  0.000000000 -0.224526070  3.000000000          nan  0.000000000
146.250          nan  0.000000000 -0.011549328  3.000000000 -0.469097551  3.000000000
148.750          nan  0.000000000 -0.028897124  6.000000000 -0.863591249  2.000000000
151.250 -0.497510757  2.000000000 -0.030859789  6.000000000 -0.158085264  1.000000000
153.750          nan  0.000000000  0.000000000  1.000000000          nan  0.000000000
156.250  0.508952542  1.000000000  0.077679252  2.000000000  0.000042235  1.000000000
158.750 -0.377220120  1.000000000  0.000000000  3.000000000          nan  0.000000000
161.250  0.000534212  1.000000000 -0.044565237  3.000000000 -0.167335620  2.000000000
163.750          nan  0.000000000  0.152262953  7.000000000 -0.148082874  3.000000000
166.250 -0.156909556  1.000000000          nan  0.000000000 -0.723732557  1.000000000
168.750          nan  0.000000000  0.153055266  1.000000000  0.608419433  2.000000000
171.250  0.014286777  1.000000000 -0.232809267  2.000000000          nan  0.000000000
173.750  0.146389834  2.000000000 -0.143507792  2.000000000 -0.040157377  2.000000000
176.250  0.000000000  1.000000000  0.288948269  3.000000000          nan  0.000000000
178.750          nan  0.000000000 -0.109343207  2.000000000  0.000000000  1.000000000
181.250          nan  0.000000000 -0.253326852  4.000000000  0.153605518  3.000000000
183.750          nan  0.000000000 -0.264046285  2.000000000 -0.584003594  2.000000000
186.250          nan  0.000000000 -0.014075072  2.000000000 -0.443203637  2.000000000
188.750          nan  0.000000000 -0.225093034  3.000000000 -0.290083286  1.000000000
191.250          nan  0.000000000  0.378376929  1.000000000  0.557905567  1.000000000
193.750          nan  0.000000000 -0.171590489  3.000000000          nan  0.000000000
196.250  0.142862465  1.000000000 -0.254028188  4.000000000  0.294756214  3.000000000
198.750          nan  0.000000000  0.265472577  6.000000000          nan  0.000000000
201.250          nan  0.000000000 -0.060702585  3.000000000          nan  0.000000000
203.750 -0.322883554  1.000000000  0.184537052  6.000000000  0.126966179  3.000000000
206.250          nan  0.000000000 -0.020932536  7.000000000  0.075651771  3.000000000
208.750          nan  0.000000000  0.159530471  5.000000000  0.286612186  3.000000000
211.250          nan  0.000000000 -0.080747081  5.000000000          nan  0.000000000
213.750          nan  0.000000000  0.326250229  4.000000000 -0.133531140  1.000000000
216.250          nan  0.000000000 -0.254581325  4.000000000  0.309105119  1.000000000
218.750          nan  0.000000000  0.000000000  1.000000000 -0.632768477  1.000000000
221.250          nan  0.000000000  0.760545424  1.000000000  0.642149689  1.000000000
223.750          nan  0.000000000 -0.429204934  3.000000000          nan  0.000000000
226.250  0.675046240  1.000000000 -0.045995676  2.000000000          nan  0.000000000
228.750          nan  0.000000000 -0.024819570  4.000000000 -0.000038837  2.000000000
231.250 -0.583620387  1.000000000 -0.586055389  2.000000000 -0.279699716  2.000000000
233.750          nan  0.000000000  0.000000000  1.000000000 -0.064852663  5.000000000
236.250  0.466181232  1.000000000  0.565485278  1.000000000          nan  0.000000000
238.750          nan  0.000000000  0.000000000  1.000000000          nan  0.000000000
