  0.050 -29.425798589 30658.000000000 -21.244382400 13896.000000000  2.509262972 6426.000000000 -40.812098330 1864.000000000  3.594139245 1420.000000000 -0.128421260 356.000000000
  0.150 -102.484188140 29404.000000000 -51.549726967 13794.000000000 -19.513478929 5838.000000000 44.476324742 1764.000000000 -1.868640822 1466.000000000 -4.334102668 388.000000000
  0.250 -21.759523150 27766.000000000 11.996354586 13130.000000000  5.715391509 5810.000000000 21.916179957 1664.000000000 -27.612962033 1380.000000000  4.468769665 300.000000000
  0.350 19.362969037 26272.000000000 -10.367465013 13116.000000000 14.223174344 5628.000000000  7.812878867 1554.000000000 -7.575190000 1258.000000000  0.169395908 302.000000000
  0.450 -144.999464932 24992.000000000 -35.130720920 12002.000000000 10.441040648 5248.000000000 11.449989407 1430.000000000  4.765095620 1340.000000000 -5.183201297 300.000000000
  0.550 113.013521674 24024.000000000 13.882616512 11126.000000000  8.690557601 5226.000000000 -26.181499378 1378.000000000  5.410774159 1168.000000000 -5.072064464 278.000000000
  0.650 94.880570171 22244.000000000 -20.948581063 10906.000000000 -1.659270236 4616.000000000 -10.911993596 1430.000000000 21.244359561 1236.000000000 -4.203704725 266.000000000
  0.750 30.864822965 20758.000000000 19.863648678 10384.000000000 -21.687507387 4460.000000000 14.947741718 1262.000000000 -0.070810123 1042.000000000 -8.100732977 236.000000000
  0.850 48.943576546 19920.000000000 -9.672404725 9488.000000000  0.311572818 4008.000000000 15.716986546 1142.000000000 13.149981127 1036.000000000 -5.765757811 274.000000000
  0.950 -16.734466140 18414.000000000 60.925910218 9048.000000000 -3.537466374 4172.000000000 18.253398198 1066.000000000 -2.292653406 974.000000000 -1.593989136 224.000000000
  1.050 -11.636324872 17558.000000000 24.046017115 8354.000000000 -4.842938081 3650.000000000  8.021820045 1076.000000000 14.556214044 932.000000000  2.760349717 200.000000000
  1.150 112.376229458 16348.000000000 20.693729525 8034.000000000 -1.515886032 3444.000000000 -11.780707839 992.000000000 -2.254722084 808.000000000  1.162708824 178.000000000
  1.250 114.568551655 14974.000000000 -16.690155779 7468.000000000 -13.612487975 3124.000000000 -21.435222211 932.000000000 -16.493217389 830.000000000  0.676364020 158.000000000
  1.350 -14.989424639 14108.000000000 -10.816439879 6900.000000000  7.245893389 2948.000000000  6.806236104 862.000000000 -2.408519424 786.000000000 -1.072195110 180.000000000
