  1.250  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
  3.750  0.333636366  2.000000000  1.070639822  2.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
  6.250  1.248374225  6.000000000  0.446252925  2.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
  8.750 -1.123384224 10.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 11.250 -0.242723162 30.000000000  0.109365677  4.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 13.750 -1.870338388 26.000000000  0.069924498  2.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 16.250 -6.178472561 76.000000000  0.817136321  6.000000000 -0.000197578  2.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 18.750  0.994872814 94.000000000 -0.637464831 14.000000000  0.148696953  6.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 21.250 -2.041566739 86.000000000 -0.546979691 14.000000000  0.000000000  0.000000000 -0.006869355  2.000000000 -0.200004974  2.000000000  0.000000000  0.000000000
 23.750  2.117884257 138.000000000 -1.026580256  8.000000000  0.000146710  2.000000000  0.000000000  0.000000000 -0.624819472  2.000000000  0.000000000  0.000000000
 26.250  7.983168559 132.000000000 -8.326775015 16.000000000 -0.034897567  4.000000000 -0.599851724  2.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 28.750 -3.137597091 194.000000000  1.151084129  8.000000000 -0.270862070  6.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 31.250 -4.019176115 174.000000000  0.833341344 26.000000000  0.342569578  6.000000000 -0.175913374  2.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 33.750 -3.114661281 208.000000000 -0.302688330 30.000000000  0.000000000  2.000000000  0.000000000  0.000000000 -0.071471717  2.000000000  0.000000000  0.000000000
 36.250  1.775841029 222.000000000  0.061650854 20.000000000 -0.355571679  6.000000000  0.000000000  0.000000000  0.195120714  2.000000000  0.000000000  0.000000000
 38.750 11.631423439 286.000000000 -0.784201022 26.000000000 -1.631424120  6.000000000 -1.651360595  6.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 41.250 -6.969862053 282.000000000 -1.681746805 28.000000000  0.092491579  4.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 43.750 -19.767292913 330.000000000 -1.275870689 40.000000000  0.235468295  6.000000000  1.679796452  4.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 46.250 -14.776771389 362.000000000 -0.310530184 44.000000000  0.090936674 12.000000000  1.209519934  6.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 48.750  3.703120799 388.000000000 -0.092476912 58.000000000 -0.147388755  8.000000000  0.853203612  4.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 51.250 -11.526247009 386.000000000  4.465142368 60.000000000  0.515028222 16.000000000  0.609924832  6.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 53.750 32.811638746 510.000000000  5.188404863 64.000000000  1.178769656 12.000000000 -0.616419326  8.000000000  0.250903277  2.000000000 -0.476711605  2.000000000
 56.250 -14.774476632 456.000000000 -3.708044814 56.000000000 -0.012548960 20.000000000 -2.173138879  6.000000000 -0.088251077  4.000000000  0.000000000  0.000000000
 58.750 -5.356042053 472.000000000  2.975953577 56.000000000 -0.818287835 10.000000000  4.877574771  8.000000000  0.016824819  8.000000000  0.000000000  0.000000000
 61.250 -3.706783585 496.000000000 -1.389321768 56.000000000  0.193665748  6.000000000 -0.462755750  8.000000000 -0.007712447  2.000000000  0.000000000  0.000000000
 63.750 15.543451989 566.000000000  6.694218639 90.000000000 -0.602565838 22.000000000 -0.852968385  6.000000000 -0.185785281  2.000000000  0.000000000  0.000000000
 66.250 -13.656576758 576.000000000  0.946272178 92.000000000  0.040950663 32.000000000 -0.435338953  6.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 68.750 20.694823981 582.000000000  0.120759682 102.000000000  1.825664173 26.000000000  2.323493174 14.000000000 -0.054526669  2.000000000  0.000000000  0.000000000
 71.250 -0.277166164 642.000000000  0.724556798 94.000000000  0.168687983 34.000000000 -0.554637405  8.000000000  0.000000000  0.000000000  0.000000000  0.000000000
 73.750 -14.556981295 648.000000000 -3.825566219 116.000000000  3.046726628 30.000000000 -0.614798322  4.000000000  0.714149182  4.000000000  0.000000000  0.000000000
 76.250 -12.117997709 616.000000000 -1.244301070 128.000000000 -3.277181078 36.000000000  2.637008376 10.000000000 -0.637286877  6.000000000  0.000000000  0.000000000
 78.750  3.124494998 624.000000000  2.787340856 128.000000000  0.535594334 34.000000000  1.255660643  8.000000000  0.144985741  4.000000000  0.000000000  0.000000000
 81.250 -15.187378993 734.000000000 -3.066153765 132.000000000 -1.392418013 34.000000000 -2.041940341 14.000000000  0.855206275  8.000000000  0.000000000  0.000000000
 83.750 -12.839565758 756.000000000 -2.067219327 138.000000000 -0.847933253 48.000000000 -0.400182884  8.000000000  0.003299805  2.000000000  0.000000000  0.000000000
