#   q     Cout       Nout      Cside       Nside       Clong        Nlong
  1.250  0.306176855  4.000000000 -0.189931386  4.000000000  0.060152287  7.000000000
  3.750 -0.189931386  4.000000000  0.226088510  3.000000000  0.189442268  4.000000000
  6.250  0.046037904  7.000000000  0.188826983  3.000000000  0.226778349  3.000000000
  8.750  0.420984522  3.000000000  0.204147999  9.000000000  0.070219871  5.000000000
 11.250  0.292851901  5.000000000  0.209666362  5.000000000  0.186033955  6.000000000
 13.750  0.693939231  1.000000000  0.112187443  4.000000000  0.737550816  2.000000000
 16.250  0.310461804  1.000000000  0.266071933  6.000000000 -0.485827357  4.000000000
 18.750  0.357829924  4.000000000  0.064624706  6.000000000  0.138610326  7.000000000
 21.250  0.264671456  3.000000000          nan  0.000000000  0.482483183  3.000000000
 23.750  0.111910829  2.000000000 -0.326024410  3.000000000 -0.180885221  4.000000000
 26.250 -0.303275858  3.000000000 -0.248112969  4.000000000  0.291446819  3.000000000
 28.750  0.135411556  7.000000000 -0.026795210  3.000000000 -0.402606721  2.000000000
 31.250          nan  0.000000000 -0.156319165  1.000000000  0.402572393  3.000000000
 33.750 -0.460514175  1.000000000 -0.053520579  5.000000000  0.495500407  2.000000000
 36.250  0.151910239  1.000000000 -0.197589894  2.000000000  0.511744476  3.000000000
 38.750  0.247351701  2.000000000          nan  0.000000000  0.000000000  1.000000000
 41.250  0.237687349  2.000000000 -0.247883526  7.000000000  0.000000000  2.000000000
 43.750 -0.504876581  2.000000000  0.000000000  2.000000000          nan  0.000000000
 46.250 -0.697444553  2.000000000  0.000000000  1.000000000 -0.262370557  3.000000000
 48.750          nan  0.000000000  0.000000000  2.000000000 -0.136735838  2.000000000
 51.250          nan  0.000000000  0.000000000  1.000000000  0.000000000  3.000000000
 53.750          nan  0.000000000  0.037285970  5.000000000 -0.163681287  5.000000000
 56.250          nan  0.000000000 -0.126169160  5.000000000 -0.299138419  2.000000000
 58.750  0.000000000  1.000000000  0.000000000  1.000000000 -0.392270254  2.000000000
 61.250  0.000000000  1.000000000 -0.343208683  2.000000000  0.000000000  1.000000000
 63.750  0.576657256  3.000000000  0.733891696  1.000000000 -0.301830139  3.000000000
 66.250 -0.462352903  2.000000000  0.415018394  2.000000000 -0.016820978  7.000000000
 68.750          nan  0.000000000 -0.003873809  2.000000000  0.145695897  4.000000000
 71.250          nan  0.000000000  0.247313315  2.000000000          nan  0.000000000
 73.750 -0.987360661  1.000000000 -0.165179626  1.000000000  0.195833781  1.000000000
 76.250          nan  0.000000000 -0.201360163  3.000000000 -0.093050317  3.000000000
 78.750  0.000000000  2.000000000          nan  0.000000000 -0.454513153  3.000000000
 81.250 -0.726476464  2.000000000  0.120969093  2.000000000 -0.619661102  2.000000000
 83.750          nan  0.000000000 -0.758118903  2.000000000 -0.118731686  4.000000000
 86.250          nan  0.000000000 -0.051742738  4.000000000  0.000000000  1.000000000
 88.750  0.000000000  1.000000000  0.000000000  1.000000000  0.000000000  1.000000000
 91.250 -0.854929460  1.000000000 -0.270961715  5.000000000 -0.251550484  4.000000000
 93.750          nan  0.000000000 -0.355264007  2.000000000  0.516437344  1.000000000
 96.250 -0.787416770  1.000000000 -0.770623402  2.000000000 -0.313095696  3.000000000
 98.750          nan  0.000000000  0.283089429  3.000000000 -0.331189562  3.000000000
101.250          nan  0.000000000  0.075293195  8.000000000  0.000000000  2.000000000
103.750          nan  0.000000000 -0.497846626  1.000000000          nan  0.000000000
106.250          nan  0.000000000 -0.110334924  3.000000000 -0.267271313  2.000000000
108.750          nan  0.000000000 -0.359603862  3.000000000 -0.040018896  2.000000000
111.250          nan  0.000000000  0.086991664  3.000000000 -0.000021943  1.000000000
113.750  0.500778283  2.000000000  0.291064543  2.000000000  0.943064130  1.000000000
116.250          nan  0.000000000  0.082353705  4.000000000  0.115675332  3.000000000
118.750          nan  0.000000000  0.400850016  3.000000000  0.432327618  2.000000000
121.250 -0.564054466  1.000000000  0.048429659  3.000000000  0.067119812  3.000000000
123.750          nan  0.000000000  0.341335965  2.000000000  0.000000000  2.000000000
126.250          nan  0.000000000  0.000000000  1.000000000  0.404475999  4.000000000
128.750          nan  0.000000000  0.198744241  3.000000000 -0.352843170  3.000000000
131.250  0.487598588  3.000000000  0.255540382  2.000000000 -0.253162266  2.000000000
133.750          nan  0.000000000          nan  0.000000000 -0.997837700  1.000000000
136.250 -0.848450024  1.000000000 -0.191113557  4.000000000          nan  0.000000000
138.750          nan  0.000000000 -0.028957376  5.000000000 -0.359013539  2.000000000
141.250  0.971265172  1.000000000  0.494516303  3.000000000          nan  0.000000000
143.750 -0.211759500  2.000000000 -0.150708010  6.000000000 -0.034549844  3.000000000
146.250          nan  0.000000000  0.008147101  1.000000000 -0.177280497  4.000000000
148.750          nan  0.000000000  0.373710561  3.000000000 -0.109026880  4.000000000
151.250  0.006658408  2.000000000 -0.189854472  5.000000000          nan  0.000000000
153.750  0.040285918  1.000000000 -0.511665543  3.000000000          nan  0.000000000
156.250  0.000000000  1.000000000  0.000000000  1.000000000 -0.111177399  2.000000000
158.750 -0.394927355  2.000000000 -0.000044919  4.000000000          nan  0.000000000
161.250  0.493874069  1.000000000 -0.168310935  5.000000000 -0.125602096  2.000000000
163.750          nan  0.000000000  0.015309856  5.000000000  0.050357657  4.000000000
166.250  0.000000000  1.000000000 -0.023464915  2.000000000  0.031197140  2.000000000
168.750          nan  0.000000000  0.873084015  1.000000000          nan  0.000000000
171.250  0.095301776  1.000000000  0.424431219  2.000000000 -0.256513098  1.000000000
173.750          nan  0.000000000  0.134335785  3.000000000  0.000642958  1.000000000
176.250          nan  0.000000000  0.069019139  6.000000000          nan  0.000000000
178.750          nan  0.000000000          nan  0.000000000 -0.642269143  1.000000000
181.250 -0.618784835  1.000000000  0.388844785  2.000000000  0.000000000  1.000000000
183.750          nan  0.000000000 -0.360780219  5.000000000  0.065434549  3.000000000
186.250          nan  0.000000000  0.030730929  4.000000000  0.298852015  2.000000000
188.750          nan  0.000000000 -0.005526462  4.000000000 -0.090888199  2.000000000
191.250  0.875469830  1.000000000  0.150917194  2.000000000  0.229607723  2.000000000
193.750          nan  0.000000000 -0.578078642  2.000000000  0.222980796  1.000000000
196.250          nan  0.000000000  0.323056565  4.000000000          nan  0.000000000
198.750          nan  0.000000000  0.190286419  4.000000000  0.139341008  3.000000000
201.250          nan  0.000000000 -0.078895844  3.000000000  0.163359519  2.000000000
203.750          nan  0.000000000 -0.258113648  3.000000000          nan  0.000000000
206.250          nan  0.000000000  0.129403520  5.000000000          nan  0.000000000
