#   dely     C(y)    Ny
 0.0500  0.000442361      2838714
 0.1500  0.000230318      2750670
 0.2500  0.000176065      2590150
 0.3500  0.000147308      2389176
 0.4500 -0.000031040      2163771
 0.5500  0.000048452      1928200
 0.6500  0.000075140      1691912
 0.7500  0.000009944      1453186
 0.8500  0.000058857      1217477
 0.9500  0.000012102       982986
 1.0500  0.000004261       758998
 1.1500  0.000049135       548209
 1.2500 -0.000030560       360799
 1.3500 -0.000001339       209635
 1.4500 -0.000559842        99539
 1.5500 -0.000359411        33191
 1.6500 -0.001757269         5084
 1.7500 -0.000676698           90
 1.8500         -nan            0
 1.9500         -nan            0
