#   dely     C(y)    Ny
 0.0500  0.000459062      2841054
 0.1500  0.000198248      2749472
 0.2500  0.000121036      2590702
 0.3500  0.000063568      2391119
 0.4500 -0.000088367      2163527
 0.5500  0.000028808      1927086
 0.6500 -0.000064182      1691252
 0.7500 -0.000037741      1453640
 0.8500 -0.000025856      1216764
 0.9500 -0.000072712       983395
 1.0500  0.000135475       759493
 1.1500  0.000020380       547874
 1.2500 -0.000036620       360995
 1.3500 -0.000049002       209749
 1.4500 -0.000141823        99729
 1.5500  0.000053768        33194
 1.6500  0.000261698         5034
 1.7500  0.024520297           88
 1.8500         -nan            0
 1.9500         -nan            0
