#   dely     C(y)    Ny
 0.0500  0.000513038      2843209
 0.1500  0.000055211      2751588
 0.2500  0.000054420      2591166
 0.3500  0.000138987      2389788
 0.4500  0.000047226      2162513
 0.5500  0.000010806      1927570
 0.6500  0.000047881      1691876
 0.7500 -0.000050648      1452640
 0.8500  0.000003714      1215880
 0.9500  0.000168695       985204
 1.0500  0.000069659       759587
 1.1500 -0.000173255       547215
 1.2500  0.000178995       361632
 1.3500  0.000109998       210482
 1.4500 -0.000225152       100209
 1.5500 -0.000278032        33113
 1.6500 -0.000776779         5069
 1.7500 -0.022069865           99
 1.8500         -nan            0
 1.9500         -nan            0
