#   dely     C(y)    Ny
 0.0500  0.000421563      2842451
 0.1500  0.000166346      2751896
 0.2500  0.000156585      2590367
 0.3500 -0.000029699      2388531
 0.4500 -0.000013522      2164666
 0.5500 -0.000018868      1929230
 0.6500  0.000071027      1691570
 0.7500  0.000000623      1453841
 0.8500 -0.000022380      1218851
 0.9500  0.000007139       983303
 1.0500  0.000022852       760115
 1.1500  0.000020879       549677
 1.2500  0.000017256       361872
 1.3500 -0.000159814       209484
 1.4500 -0.000005294        99513
 1.5500 -0.000107242        33137
 1.6500  0.002297555         5049
 1.7500  0.010844308           82
 1.8500         -nan            0
 1.9500         -nan            0
