#   dely     C(y)    Ny
 0.0500  0.000368187      2843432
 0.1500  0.000183288      2749953
 0.2500  0.000094371      2588533
 0.3500  0.000112376      2387471
 0.4500  0.000041420      2162059
 0.5500  0.000155274      1927394
 0.6500  0.000154941      1691065
 0.7500 -0.000079798      1453188
 0.8500  0.000069693      1215677
 0.9500  0.000071238       985582
 1.0500  0.000084315       760131
 1.1500  0.000039697       547762
 1.2500 -0.000067264       361227
 1.3500 -0.000198080       209448
 1.4500  0.000317757        99490
 1.5500 -0.000278365        32643
 1.6500 -0.000747303         5014
 1.7500  0.001479480           89
 1.8500         -nan            0
 1.9500         -nan            0
