#   delphi     C(delphi)    Nphi
 5.0000  0.000844239      1223894
15.0000  0.000418264      1223964
25.0000  0.000036800      1223129
35.0000  0.000197335      1222040
45.0000  0.000054060      1223544
55.0000  0.000138408      1223651
65.0000  0.000054966      1223698
75.0000  0.000020756      1223444
85.0000  0.000056794      1224801
95.0000 -0.000071507      1224012
105.0000  0.000071090      1222487
115.0000  0.000093940      1223974
125.0000  0.000000359      1224666
135.0000  0.000150114      1223559
145.0000 -0.000042871      1222218
155.0000 -0.000044045      1225221
165.0000 -0.000018029      1221345
175.0000 -0.000112042      1224065
