#   delphi     C(delphi)    Nphi
 5.0000  0.000981075      1224931
15.0000  0.000233030      1225546
25.0000  0.000057956      1225995
35.0000  0.000033644      1224653
45.0000  0.000120182      1224271
55.0000  0.000062515      1224220
65.0000  0.000104190      1224044
75.0000 -0.000013216      1223301
85.0000  0.000102259      1224025
95.0000  0.000084499      1224066
105.0000  0.000063177      1224580
115.0000 -0.000126738      1225503
125.0000  0.000049032      1222717
135.0000 -0.000013563      1225024
145.0000 -0.000009787      1223097
155.0000 -0.000063571      1222423
165.0000  0.000052731      1226220
175.0000  0.000032850      1224272
