#   delphi     C(delphi)    Nphi
 5.0000  0.001073690      1223047
15.0000  0.000198794      1222824
25.0000  0.000220694      1224935
35.0000  0.000056770      1223502
45.0000  0.000079731      1222638
55.0000  0.000031383      1222734
65.0000  0.000156541      1221560
75.0000 -0.000009206      1221602
85.0000  0.000003673      1223165
95.0000 -0.000001624      1228294
105.0000 -0.000032384      1222922
115.0000 -0.000109473      1222330
125.0000 -0.000049531      1222862
135.0000  0.000038242      1221621
145.0000  0.000005216      1222725
155.0000 -0.000037214      1224533
165.0000 -0.000118290      1224040
175.0000 -0.000198346      1221639
