#   dely     C(y)    Ny
 0.0500  0.000518496      2843645
 0.1500  0.000150040      2751834
 0.2500  0.000008795      2589743
 0.3500  0.000075974      2392226
 0.4500  0.000066405      2166068
 0.5500  0.000056918      1929105
 0.6500  0.000066314      1690522
 0.7500  0.000063107      1455012
 0.8500  0.000031704      1218758
 0.9500  0.000054169       983618
 1.0500  0.000045261       759703
 1.1500 -0.000119100       550323
 1.2500  0.000042723       362826
 1.3500  0.000050421       209590
 1.4500 -0.000220474        99376
 1.5500  0.000509477        33075
 1.6500  0.000726557         5122
 1.7500  0.004730670           88
 1.8500         -nan            0
 1.9500         -nan            0
