#   delphi     C(delphi)    Nphi
 5.0000  0.000944699      1225769
15.0000  0.000320800      1222902
25.0000  0.000099104      1224342
35.0000  0.000182756      1223967
45.0000  0.000089037      1224784
55.0000 -0.000052719      1224268
65.0000 -0.000042614      1223852
75.0000  0.000165043      1222161
85.0000 -0.000008763      1223651
95.0000  0.000140305      1223798
105.0000  0.000104521      1222998
115.0000 -0.000018205      1223722
125.0000  0.000072295      1224960
135.0000 -0.000007996      1224815
145.0000  0.000090601      1225287
155.0000  0.000009413      1225185
165.0000 -0.000003346      1221423
175.0000  0.000110580      1222465
