#   delphi     C(delphi)    Nphi
 5.0000  0.000967699      1223846
15.0000  0.000330311      1223790
25.0000  0.000267131      1226170
35.0000  0.000106959      1223410
45.0000 -0.000054049      1225076
55.0000  0.000149107      1223636
65.0000  0.000018583      1222864
75.0000 -0.000035869      1223800
85.0000 -0.000140502      1223122
95.0000  0.000025208      1223736
105.0000 -0.000031473      1225698
115.0000  0.000098948      1222570
125.0000 -0.000022316      1223274
135.0000 -0.000071775      1225210
145.0000 -0.000094595      1222791
155.0000  0.000113978      1225372
165.0000 -0.000037132      1223647
175.0000  0.000072725      1225623
