#   dely     C(y)    Ny
 0.0500  0.000455850      2841931
 0.1500  0.000200552      2748703
 0.2500  0.000126922      2590363
 0.3500  0.000045343      2389110
 0.4500  0.000079195      2163658
 0.5500 -0.000069037      1928098
 0.6500 -0.000007856      1691515
 0.7500  0.000026665      1451821
 0.8500  0.000031724      1217855
 0.9500  0.000013363       983941
 1.0500  0.000042109       760007
 1.1500 -0.000149922       548286
 1.2500 -0.000073626       361381
 1.3500  0.000329694       210309
 1.4500  0.000263389        99957
 1.5500  0.000857859        32940
 1.6500  0.000100046         4971
 1.7500  0.024651012           89
 1.8500         -nan            0
 1.9500         -nan            0
