#   dely     C(y)    Ny
 0.0500  0.000609190      2846591
 0.1500  0.000234426      2750852
 0.2500  0.000066653      2592441
 0.3500 -0.000014647      2388874
 0.4500  0.000103021      2163220
 0.5500  0.000101821      1928602
 0.6500  0.000086817      1689217
 0.7500 -0.000078747      1453367
 0.8500 -0.000036051      1217681
 0.9500  0.000031918       983998
 1.0500  0.000063790       759042
 1.1500  0.000067018       548709
 1.2500 -0.000089988       361900
 1.3500  0.000002180       209718
 1.4500  0.000285658        99683
 1.5500 -0.000385958        33263
 1.6500 -0.000280323         5070
 1.7500 -0.013205056           84
 1.8500         -nan            0
 1.9500         -nan            0
