#   delphi     C(delphi)    Nphi
 5.0000  0.001098770      1225873
15.0000  0.000434701      1223352
25.0000  0.000221209      1222004
35.0000  0.000075813      1220558
45.0000  0.000017128      1223600
55.0000 -0.000031968      1223988
65.0000  0.000119079      1222735
75.0000  0.000098911      1224979
85.0000 -0.000015724      1223800
95.0000  0.000067074      1222996
105.0000  0.000083341      1223060
115.0000  0.000063411      1221631
125.0000  0.000110961      1222223
135.0000  0.000015901      1223655
145.0000  0.000133677      1223888
155.0000 -0.000061805      1224174
165.0000 -0.000038483      1223563
175.0000  0.000098302      1224601
