#   dely     C(y)    Ny
 0.0500  0.000388654      2843826
 0.1500  0.000207443      2750492
 0.2500  0.000004261      2587778
 0.3500  0.000110593      2391130
 0.4500  0.000026302      2161312
 0.5500  0.000029152      1930777
 0.6500 -0.000018635      1691935
 0.7500 -0.000035298      1455087
 0.8500 -0.000096293      1218426
 0.9500  0.000044102       984239
 1.0500  0.000055618       758242
 1.1500 -0.000027802       548649
 1.2500 -0.000085033       361578
 1.3500  0.000098068       208886
 1.4500 -0.000019324       100187
 1.5500  0.000201573        33168
 1.6500  0.001461154         5096
 1.7500  0.008274478           86
 1.8500         -nan            0
 1.9500         -nan            0
