#   delphi     C(delphi)    Nphi
 5.0000  0.001126553      1221958
15.0000  0.000421163      1221924
25.0000  0.000242697      1225264
35.0000  0.000150874      1223081
45.0000  0.000033766      1224781
55.0000  0.000078312      1223228
65.0000  0.000013519      1223692
75.0000  0.000110862      1223290
85.0000  0.000019154      1224474
95.0000  0.000078937      1225824
105.0000 -0.000056614      1227013
115.0000 -0.000047531      1223756
125.0000  0.000057838      1222050
135.0000 -0.000033168      1223896
145.0000 -0.000078773      1223947
155.0000 -0.000052450      1221715
165.0000  0.000050141      1222521
175.0000  0.000189506      1223933
