#   dely     C(y)    Ny
 0.0500  0.000487951      2845243
 0.1500  0.000213437      2749408
 0.2500 -0.000005449      2590684
 0.3500  0.000068487      2389645
 0.4500  0.000124718      2163223
 0.5500  0.000092326      1929552
 0.6500  0.000057952      1692724
 0.7500 -0.000038246      1453935
 0.8500  0.000031335      1217507
 0.9500  0.000053015       982495
 1.0500  0.000103393       758617
 1.1500  0.000005316       547118
 1.2500  0.000098907       360924
 1.3500 -0.000166726       209802
 1.4500 -0.000249199        99576
 1.5500 -0.000549535        32831
 1.6500  0.001315436         5014
 1.7500 -0.005762966           94
 1.8500         -nan            0
 1.9500         -nan            0
