#   dely     C(y)    Ny
 0.0500  0.000408553      2843792
 0.1500  0.000221707      2749358
 0.2500  0.000095737      2589894
 0.3500  0.000078647      2388891
 0.4500  0.000104024      2162774
 0.5500 -0.000015578      1930031
 0.6500  0.000063079      1694276
 0.7500 -0.000117107      1453735
 0.8500  0.000128487      1218758
 0.9500  0.000003044       985066
 1.0500  0.000013108       759856
 1.1500  0.000105256       548915
 1.2500  0.000005218       362137
 1.3500  0.000153532       209675
 1.4500 -0.000021315       100366
 1.5500  0.000296964        33069
 1.6500 -0.001654467         4944
 1.7500 -0.009432595           93
 1.8500         -nan            0
 1.9500         -nan            0
