   5.00   0.00099807 29372394.00000000   0.00001553
  15.00   0.00033693 29372046.00000000   0.00001758
  25.00   0.00018304 29376302.00000000   0.00002373
  35.00   0.00010497 29367888.00000000   0.00001487
  45.00   0.00006043 29373958.00000000   0.00001349
  55.00   0.00004750 29371541.00000000   0.00001434
  65.00   0.00007732 29367288.00000000   0.00002178
  75.00   0.00003873 29373265.00000000   0.00001452
  85.00   0.00002701 29371305.00000000   0.00001403
  95.00   0.00004104 29367590.00000000   0.00001657
 105.00   0.00000838 29370477.00000000   0.00001672
 115.00   0.00001985 29367377.00000000   0.00001729
 125.00   0.00000874 29365163.00000000   0.00001574
 135.00   0.00000680 29377080.00000000   0.00001374
 145.00  -0.00000936 29369831.00000000   0.00001821
 155.00   0.00000934 29368486.00000000   0.00001579
 165.00  -0.00000957 29363462.00000000   0.00001449
 175.00   0.00002061 29370845.00000000   0.00001748
