#   dely     C(y)    Ny
 0.0500  0.000462860      2846302
 0.1500  0.000124699      2749975
 0.2500  0.000195908      2589782
 0.3500  0.000152478      2389947
 0.4500  0.000004565      2164119
 0.5500  0.000005301      1929113
 0.6500 -0.000042375      1690518
 0.7500  0.000022871      1455024
 0.8500  0.000021365      1216363
 0.9500  0.000027072       984080
 1.0500  0.000036790       757201
 1.1500  0.000013004       547881
 1.2500  0.000250791       361718
 1.3500  0.000103727       210325
 1.4500 -0.000292306        99654
 1.5500  0.000215470        33210
 1.6500 -0.000947818         5055
 1.7500  0.012888488           82
 1.8500         -nan            0
 1.9500         -nan            0
