#   delphi     C(delphi)    Nphi
 5.0000  0.000945943      1224638
15.0000  0.000361549      1223092
25.0000  0.000294663      1223177
35.0000  0.000052269      1224969
45.0000  0.000082110      1223428
55.0000  0.000019970      1224332
65.0000  0.000102023      1223353
75.0000  0.000110038      1224258
85.0000 -0.000006882      1223505
95.0000  0.000064128      1221560
105.0000 -0.000103897      1222997
115.0000  0.000033007      1223428
125.0000  0.000029341      1223691
135.0000 -0.000013918      1222985
145.0000 -0.000015127      1222233
155.0000  0.000109766      1223737
165.0000 -0.000082212      1223063
175.0000  0.000018088      1226489
