#   delphi     C(delphi)    Nphi
 5.0000  0.001049239      1222764
15.0000  0.000363249      1225837
25.0000  0.000170755      1223022
35.0000  0.000124641      1223101
45.0000  0.000123759      1225836
55.0000  0.000088435      1223284
65.0000  0.000166653      1224017
75.0000  0.000114863      1222500
85.0000  0.000098708      1223927
95.0000  0.000028825      1223084
105.0000 -0.000074729      1224889
115.0000  0.000063096      1224642
125.0000 -0.000126699      1224454
135.0000  0.000136657      1222682
145.0000 -0.000164913      1222867
155.0000  0.000078658      1222946
165.0000 -0.000017186      1224975
175.0000  0.000024167      1223565
