#   dely     C(y)    Ny
 0.0500  0.000432161      2843971
 0.1500  0.000205211      2749095
 0.2500  0.000084817      2589789
 0.3500  0.000139171      2389163
 0.4500  0.000118370      2166502
 0.5500 -0.000160702      1928436
 0.6500  0.000106263      1690003
 0.7500 -0.000064044      1453022
 0.8500  0.000007968      1217198
 0.9500  0.000028881       984175
 1.0500  0.000133414       757273
 1.1500  0.000027188       549151
 1.2500 -0.000063033       361484
 1.3500  0.000131054       209667
 1.4500 -0.000182021        99757
 1.5500 -0.000331525        33071
 1.6500 -0.000609461         4980
 1.7500 -0.000000110           86
 1.8500         -nan            0
 1.9500         -nan            0
