#   delphi     C(delphi)    Nphi
 5.0000  0.000996033      1222715
15.0000  0.000419841      1223902
25.0000  0.000160496      1222697
35.0000  0.000211460      1223827
45.0000  0.000157127      1224647
55.0000  0.000087073      1224811
65.0000  0.000048214      1224343
75.0000 -0.000050081      1225111
85.0000  0.000037605      1221610
95.0000  0.000055479      1224412
105.0000  0.000139906      1223253
115.0000  0.000043062      1221974
125.0000 -0.000124824      1222188
135.0000 -0.000047406      1225196
145.0000 -0.000079246      1223782
155.0000 -0.000023903      1220716
165.0000  0.000105697      1226118
175.0000 -0.000033193      1224154
