#   dely     C(y)    Ny
 0.0500  0.000417580      2844354
 0.1500  0.000107748      2749060
 0.2500  0.000143534      2591540
 0.3500  0.000075275      2391075
 0.4500  0.000037480      2163104
 0.5500  0.000022901      1928610
 0.6500  0.000091948      1690332
 0.7500 -0.000026592      1453810
 0.8500 -0.000069751      1215240
 0.9500  0.000167092       984736
 1.0500  0.000133180       758435
 1.1500 -0.000055421       548153
 1.2500 -0.000379560       361238
 1.3500  0.000197969       210705
 1.4500 -0.000331223        99955
 1.5500  0.000186538        33350
 1.6500 -0.000190927         5192
 1.7500  0.004389830           90
 1.8500         -nan            0
 1.9500         -nan            0
