#   delphi     C(delphi)    Nphi
 5.0000  0.000938309      1223260
15.0000  0.000407690      1221832
25.0000  0.000268763      1222285
35.0000  0.000250961      1223079
45.0000  0.000030274      1222175
55.0000 -0.000046496      1224807
65.0000 -0.000084521      1223146
75.0000  0.000081473      1223294
85.0000 -0.000059743      1223864
95.0000 -0.000054796      1224655
105.0000  0.000081850      1225373
115.0000  0.000009100      1224714
125.0000 -0.000086661      1223288
135.0000  0.000120289      1226330
145.0000 -0.000037579      1225610
155.0000  0.000088459      1222865
165.0000 -0.000031856      1224920
175.0000  0.000081275      1223343
