#   delphi     C(delphi)    Nphi
 5.0000  0.000960481      1222709
15.0000  0.000369508      1222992
25.0000  0.000359839      1222392
35.0000  0.000090128      1225621
45.0000  0.000217997      1224675
55.0000  0.000036354      1223958
65.0000  0.000054360      1222029
75.0000 -0.000066483      1224712
85.0000 -0.000009656      1224884
95.0000  0.000063451      1223243
105.0000  0.000138875      1223747
115.0000  0.000036249      1224229
125.0000 -0.000007944      1223758
135.0000  0.000004253      1224790
145.0000 -0.000030945      1225055
155.0000  0.000096791      1224910
165.0000  0.000165981      1224479
175.0000 -0.000008716      1224129
